#Subconcepto,,Presupuesto inicial (Proyecto Ppto.)
11201,IMPUESTO SOBRE BIENES INMUEBLES DE NATURALEZA RUSTICA,2000
11202,IMPUESTO SOBRE BIENES INMUEBLES DE NATURALEZA URBANA,51400000
11301,IMPUESTO SOBRE VEHICULOS DE TRACCION MECANICA,18830000
11401,IMPUESTO SOBRE EL INCREMENTO DEL VALOR DE LOS TERRENOS DE NATURALEZA URBANA,7200000
13001,IMPUESTO SOBRE ACTIVIDADES ECONOMICAS,13260000
28201,"IMPUESTO SOBRE CONSTRUCCIONES, INSTALACIONES Y OBRAS",7500000
30004,VENTA DE VEHICULOS ABANDONADOS EN DEPOSITOS MUNICIPALES,100000
31001,TASA POR RECOGIDA DOMICILIARIA DE BASURAS Y RESIDUOS SOLIDOS URBANOS,22602000
31002,TASA POR SERVICIO DE ALCANTARILLADO,7410000
31004,TASA POR EXPEDICION Y ENTREGA DE DOCUMENTOS,23000
31005,TASA POR RETIRADA DE VEHICULOS DE LA VIA PUBLICA Y ESTANCIA EN LOCALES MPLES.,640000
31006,TASA POR SERVICIOS ESPECIALES DE LA POLICIA MUNICIPAL,20000
31008,TASA POR SERVICIOS DEL CUERPO MUNICIPAL DE BOMBEROS Y PROTECCION CIVIL,1020000
31009,TASA POR ABASTECIMIENTO DE AGUAS,16800000
31015,TASA POR SERVICIO DE AYUDA A DOMICILIO Y OTROS SERVICIOS SOCIALES,1035000
31019,TASA POR SERVICIO DE TRANSPORTE COLECTIVO URBANO,2000
31021,TASA POR SERVICIOS SANITARIOS,20000
31022,TASA POR SERVICIO DE AMBULANCIAS,3000
31023,TASA POR SERVICIOS DE SANIDAD LABORAL,6000
31024,TASA POR LA PRESTACION DE SERVICIOS TECNICOS,40000
31101,TASA POR LICENCIA DE APERTURA DE ESTABLECIMIENTOS,260000
31102,TASA POR CONCESION Y EXPEDICION DE LICENCIAS DE AUTOTAXI Y DEMAS VEHICULOS ALQ.,80000
31201,TASA POR LICENCIA DE OBRAS Y URBANISTICAS,5100000
32001,TASA POR ESTACIONAMIENTO DE VEHICULOS DE TRACCION MECANICA,10130000
32004,OTRAS TASAS POR SERVICIOS GENERALES,400000
32103,"TASA POR VALLAS, ANDAMIOS Y OTROS ELEMENTOS AUXILIARES OBRA",840000
32104,"TASA POR MESAS, SILLAS Y VELADORES",840000
32105,"TASA POR PUESTOS, BARRACAS Y RODAJES CINEMATOGRÁFICOS",960000
32107,TASA POR APERTURA DE CALICATAS Y ZANJAS EN TERRENOS DE DOMINIO PUBLICO,30000
32109,TASA POR OCUPACION VIA PUBLICA POR EMPRESAS EXPLOTADORAS DE SERVICIOS SUMINISTRO,3260000
32110,"TASA POR INSTALACIONES DE ESCAPARATES,VITRINAS, PORTADAS, ETC.",82000
32112,"TASA POR OTROS APROVECHAMIENTOS ESPECIALES DEL SUELO, VUELO Y SUBSUELO MUNICIPAL",300000
32201,TASA ENTRADA DE VEHICULOS A TRAVES DE ACERAS Y RESERVA APARCAMIENTO VIAS PUBLIC.,900000
34007,"PRECIO PÚBLICO POR VENTA DE LIBROS, PUBLICACIONES Y VIDEOS",4000
34102,PRECIO PÚBLICO POR PRESTACIÓN DE SERVICIOS O ACTIVIDADES MUNICIPALES,286000
36101,CONTRIBUCIONES ESPECIALES POR EL SERVICIO DE EXTINCION DE INCENDIOS,1780000
38001,REINTEGROS DE PRESUPUESTOS CERRADOS,370000
39101,MULTAS POR INFRACCIONES A LA LEY DE TRAFICO,7100000
39102,MULTAS POR INFRACCIONES A ORDENANZAS DE TRAFICO Y APARCAMIENTO (OTA/TAO),4200000
39103,MULTAS POR INFRACCIONES ADMINISTRATIVAS,600000
39104,MULTAS POR INFRACCIONES TRIBUTARIAS,100000
39105,MULTAS POR INFRACCIONES MEDIOAMBIENTALES,10000
39201,RECARGOS DE APREMIOS,1560000
39301,INTERESES DE DEMORA,800000
39601,COMPENSACIONES TRIBUTARIAS,1650000
39905,SISTEMAS INTEGRADOS DE GESTION DE ENVASES/PAPEL,2800000
39906,EJECUCION DE GARANTIAS,3000
39907,RAPPEL SOBRE FACTURACION,4000
39908,COMPENSACIÓN SERVICIOS CONCERTADOS CON OTROS AYUNTAMIENTOS,70000
39911,PATROCINIO PUBLICITARIO,40000
39912,ANUNCIOS A CARGO DE PARTICULARES,20000
39913,EJECUCION SUBSIDIARIA DE OBRAS E INSTALACIONES A CARGO DE PARTICULARES,202000
39916,DAÑOS EN BIENES MUNICIPALES,100000
39999,OTROS INGRESOS,600000
40001,PARTICIPACION EN TRIBUTOS NO CONCERTADOS,600000
40102,INSTITUTO NACIONAL DE ESTADISTICA (INE),4000
40106,INAEM.INSTUTUTO NACIONAL  ARTES ESCÉNICAS Y MÚSICA,9000
41001,C.A.P.V. EMPLEO Y ASUNTOS SOCIALES,7234300
41002,"C.A.P.V. EDUCACION, UNIVERSIDADES E INVESTIGACION",175100
41003,"C.A.P.V. MEDIO AMBIENTE, PLANIFICACIÓN TERRITORIAL, AGRICULTURA Y PESCA",16000
41004,C.A.P.V. CULTURA,122000
41005,C.A.P.V. INTERIOR,25000
41101,INSTITUTO VASCO DE ADMINISTRACION PUBLICA (IVAP),120000
41103,INSTITUTO VASCO DE LA MUJER (EMAKUNDE),12000
41105,CAPV INSTITUTO VASCO DE CONSUMO. KONTSUMOBIDE,60000
41106,LANBIDE. SERVICIO VASCO DE EMPLEO,2134800
42001,DIPUTACION FORAL DE BIZKAIA. PARTICIPACION EN TRIBUTOS CONCERTADOS (UDALKUTXA),312448400
42002,D.F.B. ACCION SOCIAL,2422700
42004,D.F.B. CULTURA,104500
42007,D.F.B. HACIENDA Y FINANZAS,150000
53201,DIVIDENDOS Y PARTICIPACIONES EN BENEFICIOS DE MERCABILBAO,120000
53202,DIVIDENDOS Y PARTICIPACIONES EN BENEFICIOS DE BIOARTIGAS,100000
54001,ARRENDAMIENTOS DE FINCAS URBANAS,70000
55001,CONCESIONES ADMINISTRATIVAS PARA INSTALACIONES COMERCIALES E INDUSTRIALES,100000
55002,CONCESIONES ADMINISTRATIVAS DE KIOSKOS,220000
55003,CONCESION ADMINISTRATIVA EXPLOTACION CENTRAL DE SOLLANO,50000
55005,CONCESIONES ADMINISTRATIVAS DE ELEMENTOS EN VÍA PÚBLICA,1114600
55006,CONCESIONES ADMINISTRATIVAS EDIFICIOS,51200
55007,CONCESIONES ADMINISTRATIVAS OTROS INMUEBLES,94800
55009,CONCESIONES ADMINISTRATIVAS EN PARKING TORRES QUEVEDO/PÍO BAROJA/MIRIBILLA,41400
55010,CANONES APARCAMIENTOS,1189800
55999,OTROS INGRESOS POR CONCESIONES ADMINISTRATIVAS Y APROVECHAMIENTOS,488200
56001,INTERESES DE DEPOSITOS EN ENTIDADES FINANCIERAS,20000
60901,ENAJENACION OTROS TERRENOS,6573000
65109,COMPENSACIONES URBANÍSTICAS,600000
71002,"C.A.P.V. EDUCACION, UNIVERSIDADES E INVESTIGACION",780000
71004,C.A.P.V. CULTURA,80000
71201,C.A.P.V. EVE-ENTE VASCO DE ENERGÍA,110000
72101,CONSORCIO DE AGUAS DEL GRAN BILBAO,286000
79350,FONDOS COMUNITARIOS RECIBIDOS A TRAVES DE ENTIDADES COLABORADORAS,4379200
83301,REINTEGRO ANTICIPOS DEL PERSONAL,400000
